Pathways;Name;Identifier;Formula;Compartment;Monoisotopic Mass;Neutral Monoisotopic Mass;Average Mass;Side compound;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);14,15-DHET;C14775;C20H34O4;x;338,4816;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);14,15-EET;C14771;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);15(S)-HPETE;C05966;C20H32O4;x;336,4657;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);15H-11,12-EETA;C14781;C20H32O4;x;336,4657;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);19(S)-HETE;C14749;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);20-HETE;C14748;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);20-OH-Leukotriene B4;C04853;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);5(S)-HETE;C04805;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);5(S)-HPETE;C05356;C20H32O4;x;336,4657;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);5,6-DHET;C14772;C20H34O4;x;338,4816;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);5,6-EET;C14768;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);8(S)-HPETE;C14823;C20H32O4;x;336,4657;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);8,9-DHET;C14773;C20H34O4;x;338,4816;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);8,9-EET;C14769;C20H32O3;x;320,4663;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Arachidonate;C00219;C20H32O2;x;304,4669;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Leukotriene A4;C00909;C20H30O3;x;318,4504;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Leukotriene B4;C02165;C20H32O4;x;336,4657;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Leukotriene C4;C02166;C30H47N3O9S;x;625,7739;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Leukotriene D4;C05951;C25H40N2O6S;x;496,6599;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Phosphatidylcholine;C00157;C10H18NO8PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin D2;C00696;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin E2;C00584;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin F2alpha;C00639;C20H34O5;x;354,481;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin G2;C05956;C20H32O6;x;368,4645;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin H2;C00427;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Prostaglandin I2;C01312;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arachidonic acid metabolism - Homo sapiens (human);Thromboxane A2;C02198;C20H32O5;x;352,4651;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);(4R)-4-Hydroxy-2-oxoglutarate;C05946;C5H6O6;x;162,0975;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);(S)-1-Pyrroline-5-carboxylate;C03912;C5H7NO2;x;113,1146;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);1-Pyrroline-2-carboxylate;C03564;C5H7NO2;x;113,1146;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);1-Pyrroline-4-hydroxy-2-carboxylate;C04282;C5H7NO3;x;129,114;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);4-Acetamidobutanoate;C02946;C6H11NO3;x;145,1564;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);4-Aminobutanoate;C00334;C4H9NO2;x;103,1198;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);4-Aminobutyraldehyde;C00555;C4H9NO;x;87,1204;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);4-Guanidinobutanoate;C01035;C5H11N3O2;x;145,1597;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);5'-Methylthioadenosine;C00170;C11H15N5O3S;x;297,3335;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Agmatine;C00179;C5H14N4;x;130,1915;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);cis-4-Hydroxy-D-proline;C03440;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Creatine;C00300;C4H9N3O2;x;131,1332;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);D-Proline;C00763;C5H9NO2;x;115,1305;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Glyoxylate;C00048;C2H2O3;x;74,0355;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Guanidinoacetate;C00581;C3H7N3O2;x;117,1066;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Homocarnosine;C00884;C10H16N4O3;x;240,259;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Hydroxyproline;C01157;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-1-Pyrroline-3-hydroxy-5-carboxylate;C04281;C5H7NO3;x;129,114;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-4-Hydroxyglutamate semialdehyde;C05938;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Arginine;C00062;C6H14N4O2;x;174,201;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-erythro-4-Hydroxyglutamate;C05947;C5H9NO5;x;163,1287;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Glutamate;C00025;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Glutamate 5-semialdehyde;C01165;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Glutamyl 5-phosphate;C03287;C5H10NO7P;x;227,1092;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Ornithine;C00077;C5H12N2O2;x;132,161;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);L-Proline;C00148;C5H9NO2;x;115,1305;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);N(omega)-Hydroxyarginine;C05933;C6H14N4O3;x;190,2004;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);N-Acetylputrescine;C02714;C6H14N2O;x;130,1882;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);N4-Acetylaminobutanal;C05936;C6H11NO2;x;129,157;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Nitric oxide;C00533;NO;x;30,0061;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Peptide;C00012;C2H4NO2R(C2H2NOR)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Phosphocreatine;C02305;C4H10N3O5P;x;211,1131;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Putrescine;C00134;C4H12N2;x;88,1515;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Pyruvate;C00022;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);S-Adenosyl-L-methionine;C00019;C15H22N6O5S;x;398,4374;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);S-Adenosylmethioninamine;C01137;C14H23N6O3S;x;355,4358;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Spermidine;C00315;C7H19N3;x;145,2459;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Spermine;C00750;C10H26N4;x;202,3402;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);trans-3-Hydroxy-L-proline;C05147;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Arginine and proline metabolism - Homo sapiens (human);Urea;C00086;CH4N2O;x;60,0553;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);2-Oxoglutarate;C00026;C5H6O5;x;146,0981;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);Ammonia;C00014;NH3;x;17,0305;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);Carbamoyl phosphate;C00169;CH4NO5P;x;141,0199;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);Fumarate;C00122;C4H4O4;x;116,0722;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Arginine;C00062;C6H14N4O2;x;174,201;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Aspartate;C00049;C4H7NO4;x;133,1027;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Citrulline;C00327;C6H13N3O3;x;175,1857;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Glutamate;C00025;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Glutamine;C00064;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);L-Ornithine;C00077;C5H12N2O2;x;132,161;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);N-(L-Arginino)succinate;C03406;C10H18N4O6;x;290,2731;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);N-Acetyl-L-glutamate;C00624;C7H11NO5;x;189,1659;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);N-Acetylornithine;C00437;C7H14N2O3;x;174,1977;0;0;false;;;;;;;;;;;;;;;;
Arginine biosynthesis - Homo sapiens (human);Urea;C00086;CH4N2O;x;60,0553;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);D-Glucarate;C00818;C6H10O8;x;210,1388;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);D-Glucuronate;C00191;C6H10O7;x;194,1394;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);D-Glucuronolactone;C02670;C6H8O6;x;176,1241;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);L-Gulonate;C00800;C6H12O7;x;196,1553;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);L-Gulono-1,4-lactone;C01040;C6H10O6;x;178,14;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);myo-Inositol;C00137;C6H12O6;x;180,1559;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);UDP-glucose;C00029;C15H24N2O17P2;x;566,3018;0;0;false;;;;;;;;;;;;;;;;
Ascorbate and aldarate metabolism - Homo sapiens (human);UDP-glucuronate;C00167;C15H22N2O18P2;x;580,2853;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);1,3-Diaminopropane;C00986;C3H10N2;x;74,1249;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);3-Aminopropanal;C05665;C3H7NO;x;73,0938;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);3-Hydroxypropanoate;C01013;C3H6O3;x;90,0779;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);3-Hydroxypropionyl-CoA;C05668;C24H40N7O18P3S;x;839,5968;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);3-Oxopropanoate;C00222;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);3-Ureidopropionate;C02642;C4H8N2O3;x;132,1179;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);5'-Methylthioadenosine;C00170;C11H15N5O3S;x;297,3335;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);5,6-Dihydrouracil;C00429;C4H6N2O2;x;114,1026;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Acetyl-CoA;C00024;C23H38N7O17P3S;x;809,5708;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);beta-Alanine;C00099;C3H7NO2;x;89,0932;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);beta-Alanyl-L-arginine;C05340;C9H19N5O3;x;245,2789;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);beta-Alanyl-L-lysine;C05341;C9H19N3O3;x;217,2655;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);beta-Alanyl-N(pi)-methyl-L-histidine;C01262;C10H16N4O3;x;240,259;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Carnosine;C00386;C9H14N4O3;x;226,2325;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);L-Aspartate;C00049;C4H7NO4;x;133,1027;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);L-Histidine;C00135;C6H9N3O2;x;155,1546;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Malonyl-CoA;C00083;C24H38N7O19P3S;x;853,5803;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);N(pi)-Methyl-L-histidine;C01152;C7H11N3O2;x;169,1811;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Propanoyl-CoA;C00100;C24H40N7O17P3S;x;823,5974;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Propenoyl-CoA;C00894;C24H38N7O17P3S;x;821,5815;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);S-Adenosylmethioninamine;C01137;C14H23N6O3S;x;355,4358;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Spermidine;C00315;C7H19N3;x;145,2459;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Spermine;C00750;C10H26N4;x;202,3402;0;0;false;;;;;;;;;;;;;;;;
beta-Alanine metabolism - Homo sapiens (human);Uracil;C00106;C4H4N2O2;x;112,0868;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);(S)-1-Pyrroline-5-carboxylate;C03912;C5H7NO2;x;113,1146;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);(S)-3-Methyl-2-oxopentanoic acid;C00671;C6H10O3;x;130,1418;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);2-Oxobutanoate;C00109;C4H6O3;x;102,0886;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);2-Oxoglutarate;C00026;C5H6O5;x;146,0981;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);2-Phospho-D-glycerate;C00631;C3H7O7P;x;186,0572;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);3-(4-Hydroxyphenyl)pyruvate;C01179;C9H8O4;x;180,1574;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);3-Methyl-2-oxobutanoic acid;C00141;C5H8O3;x;116,1152;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);3-Phospho-D-glycerate;C00197;C3H7O7P;x;186,0572;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);3-Phospho-D-glyceroyl phosphate;C00236;C3H8O10P2;x;266,0371;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);3-Phosphonooxypyruvate;C03232;C3H5O7P;x;184,0414;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);4-Methyl-2-oxopentanoate;C00233;C6H10O3;x;130,1418;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);5,10-Methylenetetrahydrofolate;C00143;C20H23N7O6;x;457,4399;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);5-Phospho-alpha-D-ribose 1-diphosphate;C00119;C5H13O14P3;x;390,0696;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Acetyl-CoA;C00024;C23H38N7O17P3S;x;809,5708;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Ammonia;C00014;NH3;x;17,0305;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);beta-D-Fructose 1,6-bisphosphate;C05378;C6H14O12P2;x;340,1157;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);beta-D-Fructose 6-phosphate;C05345;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Carbamoyl phosphate;C00169;CH4NO5P;x;141,0199;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Citrate;C00158;C6H8O7;x;192,1235;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);D-Erythrose 4-phosphate;C00279;C4H9O7P;x;200,0838;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);D-Glyceraldehyde 3-phosphate;C00118;C3H7O6P;x;170,0578;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);D-Ribose 5-phosphate;C00117;C5H11O8P;x;230,1098;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);D-Ribulose 5-phosphate;C00199;C5H11O8P;x;230,1098;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);D-Xylulose 5-phosphate;C00231;C5H11O8P;x;230,1098;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Fumarate;C00122;C4H4O4;x;116,0722;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Glycerone phosphate;C00111;C3H7O6P;x;170,0578;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Isocitrate;C00311;C6H8O7;x;192,1235;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Arginine;C00062;C6H14N4O2;x;174,201;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Aspartate;C00049;C4H7NO4;x;133,1027;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Citrulline;C00327;C6H13N3O3;x;175,1857;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Cystathionine;C02291;C7H14N2O4S;x;222,2621;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Cysteine;C00097;C3H7NO2S;x;121,1582;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Glutamate;C00025;C5H9NO4;x;147,1293;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Glutamate 5-semialdehyde;C01165;C5H9NO3;x;131,1299;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Glutamine;C00064;C5H10N2O3;x;146,1445;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Glutamyl 5-phosphate;C03287;C5H10NO7P;x;227,1092;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Homocysteine;C00155;C4H9NO2S;x;135,1848;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Isoleucine;C00407;C6H13NO2;x;131,1729;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Leucine;C00123;C6H13NO2;x;131,1729;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Methionine;C00073;C5H11NO2S;x;149,2113;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Ornithine;C00077;C5H12N2O2;x;132,161;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Phenylalanine;C00079;C9H11NO2;x;165,1891;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Proline;C00148;C5H9NO2;x;115,1305;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Serine;C00065;C3H7NO3;x;105,0926;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Threonine;C00188;C4H9NO3;x;119,1192;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Tyrosine;C00082;C9H11NO3;x;181,1885;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);L-Valine;C00183;C5H11NO2;x;117,1463;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);N-(L-Arginino)succinate;C03406;C10H18N4O6;x;290,2731;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);N-Acetyl-L-glutamate;C00624;C7H11NO5;x;189,1659;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);N-Acetylornithine;C00437;C7H14N2O3;x;174,1977;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);NADP+;C00006;C21H29N7O17P3;x;744,4129;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);NADPH;C00005;C21H30N7O17P3;x;745,4209;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);O-Phospho-L-serine;C01005;C3H8NO6P;x;185,0725;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Oxaloacetate;C00036;C4H4O5;x;132,0716;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Phosphoenolpyruvate;C00074;C3H5O6P;x;168,042;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Pyruvate;C00022;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);S-Adenosyl-L-methionine;C00019;C15H22N6O5S;x;398,4374;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Sedoheptulose 7-phosphate;C05382;C7H15O10P;x;290,1618;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of amino acids - Homo sapiens (human);Urea;C00086;CH4N2O;x;60,0553;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid;C06429;C22H32O2;x;328,4883;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA;C16169;C43H66N7O17P3S;x;1078,0071;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid;C06428;C20H30O2;x;302,451;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA;C16165;C41H64N7O17P3S;x;1051,9698;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(6Z,9Z,12Z)-Octadecatrienoic acid;C06426;C18H30O2;x;278,4296;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA;C16163;C39H62N7O17P3S;x;1025,9326;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA;C16172;C45H72N7O17P3S;x;1108,0762;0;0;false;;;;;;;;;;;;;;;;
Biosynthesis of unsaturated fatty acids - Homo sapiens (human);(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA;C16168;C45H70N7O17P3S;x;1106,0603;0;0;false;;;;;;;;;;;;;;;;
